date,state,district,pincode,bio_age_5_17,bio_age_17,state_temp,district_temp,state/ut,district_master,state/ut_master,district_master,state_final,district_final
2025-09-17,Nagaland,Meluri,797114,0,10,Nagaland,Meluri,,,,,Nagaland,Meluri
2025-09-17,Odisha,Baleswar,756003,8,0,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-17,Odisha,Baleswar,756020,0,1,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-17,Odisha,Baleswar,756023,3,1,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-17,Odisha,Baleswar,756033,1,1,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-17,Odisha,Baleswar,756035,3,1,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-17,Odisha,Baleswar,756037,4,1,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-17,Odisha,Baleswar,756047,5,1,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-17,Odisha,Baleswar,756051,17,0,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-17,Odisha,Baleswar,756079,1,0,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-17,Odisha,Baleswar,756085,2,0,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-17,Odisha,Baleswar,756166,2,1,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-17,Odisha,Baleswar,756182,1,1,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-09-17,Odisha,Debagarh,768121,2,1,Odisha,Debagarh,,,,,Odisha,Debagarh
2025-09-17,Odisha,JAJPUR,754024,1,1,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-09-17,Odisha,JAJPUR,754205,1,1,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-09-17,Odisha,JAJPUR,754296,1,0,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-09-17,Odisha,JAJPUR,755003,0,2,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-09-17,Odisha,JAJPUR,755005,2,1,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-09-17,Odisha,JAJPUR,755006,1,0,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-09-17,Odisha,JAJPUR,755014,2,1,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-09-17,Pondicherry,Pondicherry,533464,0,2,Pondicherry,Pondicherry,,,,,Pondicherry,Pondicherry
2025-09-17,Pondicherry,Pondicherry,605108,0,1,Pondicherry,Pondicherry,,,,,Pondicherry,Pondicherry
2025-09-17,Pondicherry,Pondicherry,607402,4,35,Pondicherry,Pondicherry,,,,,Pondicherry,Pondicherry
2025-09-17,Pondicherry,Pondicherry,673310,4,7,Pondicherry,Pondicherry,,,,,Pondicherry,Pondicherry
2025-09-17,Punjab,Firozpur,142044,2,1,Punjab,Firozpur,,,,,Punjab,Firozpur
2025-09-17,Punjab,Firozpur,152003,0,1,Punjab,Firozpur,,,,,Punjab,Firozpur
2025-09-17,Punjab,Firozpur,152022,0,3,Punjab,Firozpur,,,,,Punjab,Firozpur
2025-09-17,Punjab,Firozpur,152122,0,4,Punjab,Firozpur,,,,,Punjab,Firozpur
2025-09-17,Punjab,Firozpur,152123,2,14,Punjab,Firozpur,,,,,Punjab,Firozpur
2025-09-17,Punjab,Nawanshahr,144029,0,1,Punjab,Nawanshahr,,,,,Punjab,Nawanshahr
2025-09-17,Punjab,Nawanshahr,144417,0,1,Punjab,Nawanshahr,,,,,Punjab,Nawanshahr
2025-09-17,Punjab,Nawanshahr,144504,0,1,Punjab,Nawanshahr,,,,,Punjab,Nawanshahr
2025-09-17,Punjab,Nawanshahr,144505,1,8,Punjab,Nawanshahr,,,,,Punjab,Nawanshahr
2025-09-17,Punjab,Nawanshahr,144507,0,2,Punjab,Nawanshahr,,,,,Punjab,Nawanshahr
2025-09-17,Punjab,Nawanshahr,144508,0,3,Punjab,Nawanshahr,,,,,Punjab,Nawanshahr
2025-09-17,Punjab,Nawanshahr,144518,0,3,Punjab,Nawanshahr,,,,,Punjab,Nawanshahr
2025-09-17,Punjab,S.A.S Nagar(Mohali),160014,0,2,Punjab,S.A.S Nagar(Mohali),,,,,Punjab,S.A.S Nagar(Mohali)
2025-09-17,Punjab,S.A.S Nagar(Mohali),160103,0,1,Punjab,S.A.S Nagar(Mohali),,,,,Punjab,S.A.S Nagar(Mohali)
2025-09-17,Jharkhand,Purbi Singhbhum,831004,1,0,Jharkhand,Purbi Singhbhum,,,,,Jharkhand,Purbi Singhbhum
2025-09-17,Jharkhand,Seraikela-kharsawan,832404,0,1,Jharkhand,Seraikela-kharsawan,,,,,Jharkhand,Seraikela-kharsawan
2025-09-17,Karnataka,Bagalkot *,587201,0,1,Karnataka,Bagalkot *,,,,,Karnataka,Bagalkot *
2025-09-17,Karnataka,Bagalkot *,587206,0,1,Karnataka,Bagalkot *,,,,,Karnataka,Bagalkot *
2025-09-17,Karnataka,Bangalore,560010,0,14,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-17,Karnataka,Bangalore,560011,0,16,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-17,Karnataka,Bangalore,560013,1,1,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-17,Karnataka,Bangalore,560016,6,20,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-17,Karnataka,Bangalore,560026,7,40,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-17,Karnataka,Bangalore,560037,1,8,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-17,Karnataka,Bangalore,560040,4,8,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-17,Karnataka,Bangalore,560049,1,6,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-17,Karnataka,Bangalore,560054,4,4,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-17,Karnataka,Bangalore,560055,0,3,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-17,Karnataka,Bangalore,560057,4,5,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-17,Karnataka,Bangalore,560062,1,8,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-17,Karnataka,Bangalore,560075,0,4,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-17,Karnataka,Bangalore,560082,4,5,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-17,Karnataka,Bangalore,560100,2,5,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-17,Karnataka,Bangalore,560104,0,1,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-17,Karnataka,Bangalore Rural,560049,1,1,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-09-17,Karnataka,Bangalore Rural,560087,1,3,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-09-17,Karnataka,Bangalore Rural,561204,9,8,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-09-17,Karnataka,Bangalore Rural,561205,2,5,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-09-17,Karnataka,Bangalore Rural,562122,3,8,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-09-17,Karnataka,Belgaum,590005,2,5,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-17,Karnataka,Belgaum,590009,1,0,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-17,Karnataka,Belgaum,591110,0,2,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-17,Karnataka,Belgaum,591111,1,0,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-17,Karnataka,Belgaum,591113,0,1,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-17,Karnataka,Belgaum,591123,5,14,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-17,Karnataka,Belgaum,591147,1,1,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-17,Karnataka,Belgaum,591211,0,1,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-17,Karnataka,Belgaum,591230,2,2,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-17,Karnataka,Belgaum,591231,1,2,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-17,Karnataka,Belgaum,591238,0,1,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-17,Karnataka,Belgaum,591244,2,1,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-17,Karnataka,Belgaum,591303,4,4,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-17,Karnataka,Belgaum,591340,1,0,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-17,Karnataka,Bellary,583104,0,3,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-09-17,Karnataka,Bellary,583117,10,4,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-09-17,Karnataka,Bellary,583122,0,8,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-09-17,Karnataka,Bellary,583128,4,8,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-09-17,Karnataka,Bellary,583211,2,2,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-09-17,Karnataka,Bellary,583212,23,14,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-09-17,Karnataka,Bellary,583221,0,2,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-09-17,Karnataka,Bellary,583222,1,3,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-09-17,Karnataka,Bellary,583223,3,7,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-09-17,Karnataka,Bellary,583224,1,0,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-09-17,Karnataka,Chickmagalur,577111,0,5,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-09-17,Karnataka,Chickmagalur,577117,2,1,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-09-17,Karnataka,Chickmagalur,577129,2,4,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-09-17,Karnataka,Chickmagalur,577130,0,2,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-09-17,Karnataka,Chickmagalur,577138,1,3,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-09-17,Karnataka,Chickmagalur,577139,0,1,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-09-17,Karnataka,Chickmagalur,577175,0,1,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-09-17,Karnataka,Chickmagalur,577182,0,1,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-09-17,Karnataka,Chickmagalur,577550,0,1,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-09-17,Karnataka,Gulbarga,585101,1,8,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-09-17,Karnataka,Gulbarga,585102,1,11,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-09-17,Karnataka,Gulbarga,585202,0,1,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-09-17,Karnataka,Gulbarga,585221,0,3,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-09-17,Karnataka,Gulbarga,585265,0,4,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-09-17,Karnataka,Gulbarga,585302,5,3,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-09-17,Karnataka,Gulbarga,585306,5,5,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-09-17,Karnataka,Gulbarga,585307,2,2,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-09-17,Karnataka,Gulbarga,585311,0,1,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-09-17,Karnataka,Gulbarga,585313,3,8,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-09-17,Karnataka,Gulbarga,585316,1,6,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-09-17,Karnataka,Gulbarga,585322,0,1,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-09-17,Karnataka,Mysore,570009,1,1,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-17,Karnataka,Mysore,570016,1,0,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-17,Karnataka,Mysore,570024,0,2,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-17,Karnataka,Mysore,571102,1,3,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-17,Karnataka,Mysore,571116,0,1,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-17,Karnataka,Mysore,571121,0,3,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-17,Karnataka,Mysore,571124,12,14,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-17,Karnataka,Mysore,571187,0,2,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-17,Karnataka,Mysore,571189,1,3,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-17,Karnataka,Mysore,571312,0,3,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-17,Karnataka,Mysore,571314,2,3,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-09-17,Karnataka,Shimoga,577115,0,1,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-09-17,Karnataka,Shimoga,577201,3,7,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-09-17,Karnataka,Shimoga,577214,2,3,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-09-17,Karnataka,Shimoga,577401,1,6,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-09-17,Karnataka,Shimoga,577418,0,1,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-09-17,Karnataka,Shimoga,577421,0,1,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-09-17,Karnataka,Shimoga,577423,0,2,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-09-17,Karnataka,Shimoga,577431,0,1,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-09-17,Karnataka,Shimoga,577433,2,3,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-09-17,Karnataka,yadgir,585202,1,4,Karnataka,yadgir,,,,,Karnataka,yadgir
2025-09-17,Madhya Pradesh,Narsimhapur,487221,4,13,Madhya Pradesh,Narsimhapur,,,,,Madhya Pradesh,Narsimhapur
2025-09-17,Madhya Pradesh,Narsimhapur,487661,0,3,Madhya Pradesh,Narsimhapur,,,,,Madhya Pradesh,Narsimhapur
2025-09-17,Madhya Pradesh,Narsimhapur,487881,1,3,Madhya Pradesh,Narsimhapur,,,,,Madhya Pradesh,Narsimhapur
2025-09-17,Telangana,Medchalâˆ’malkajgiri,500049,1,0,Telangana,Medchalâˆ’malkajgiri,,,,,Telangana,Medchalâˆ’malkajgiri
2025-09-17,Telangana,Medchalâˆ’malkajgiri,500055,12,4,Telangana,Medchalâˆ’malkajgiri,,,,,Telangana,Medchalâˆ’malkajgiri
2025-09-17,Telangana,Medchalâˆ’malkajgiri,500100,1,0,Telangana,Medchalâˆ’malkajgiri,,,,,Telangana,Medchalâˆ’malkajgiri
2025-09-17,Telangana,Yadadri.,508115,0,2,Telangana,Yadadri.,,,,,Telangana,Yadadri.
2025-09-17,Telangana,Yadadri.,508126,0,2,Telangana,Yadadri.,,,,,Telangana,Yadadri.
2025-09-17,Telangana,Yadadri.,508253,7,2,Telangana,Yadadri.,,,,,Telangana,Yadadri.
2025-09-17,Uttar Pradesh,Allahabad,211001,12,10,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-17,Uttar Pradesh,Allahabad,211010,4,1,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-17,Uttar Pradesh,Allahabad,211012,18,13,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-17,Uttar Pradesh,Allahabad,212104,28,10,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-17,Uttar Pradesh,Allahabad,212202,1,1,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-17,Uttar Pradesh,Allahabad,212305,84,21,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-17,Uttar Pradesh,Allahabad,212404,8,3,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-17,Uttar Pradesh,Allahabad,221505,69,13,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-09-17,Uttar Pradesh,Bara Banki,225002,0,1,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-09-17,Uttar Pradesh,Bara Banki,225003,25,5,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-09-17,Uttar Pradesh,Bara Banki,225119,26,0,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-09-17,Uttar Pradesh,Bara Banki,225124,0,2,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-09-17,Uttar Pradesh,Bara Banki,225205,9,9,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-09-17,Uttar Pradesh,Bara Banki,225207,40,6,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-09-17,Uttar Pradesh,Bara Banki,225302,104,16,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-09-17,Uttar Pradesh,Bara Banki,225304,49,9,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-09-17,Uttar Pradesh,Bara Banki,225305,112,19,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-09-17,Uttar Pradesh,Bara Banki,225401,10,3,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-09-17,Uttar Pradesh,Bara Banki,225409,40,4,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-09-17,Uttar Pradesh,Bara Banki,227301,39,12,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-09-17,Uttar Pradesh,Bara Banki,227302,20,5,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-09-17,Uttar Pradesh,Faizabad,224121,25,10,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-17,Uttar Pradesh,Faizabad,224171,13,1,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-17,Uttar Pradesh,Faizabad,224188,3,2,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-17,Uttar Pradesh,Faizabad,224195,6,5,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-17,Uttar Pradesh,Faizabad,224204,19,7,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-17,Uttar Pradesh,Faizabad,224208,2,4,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-17,Uttar Pradesh,Faizabad,224225,5,1,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-17,Uttar Pradesh,Faizabad,225411,20,5,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-09-17,Uttar Pradesh,Rae Bareli,229124,9,1,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-17,Uttar Pradesh,Rae Bareli,229125,12,6,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-17,Uttar Pradesh,Rae Bareli,229204,23,8,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-17,Uttar Pradesh,Rae Bareli,229210,1,1,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-17,Uttar Pradesh,Rae Bareli,229211,11,1,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-17,Uttar Pradesh,Rae Bareli,229215,20,8,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-17,Uttar Pradesh,Rae Bareli,229216,39,5,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-17,Uttar Pradesh,Rae Bareli,229305,3,1,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-17,Uttar Pradesh,Rae Bareli,229308,19,4,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-17,Uttar Pradesh,Rae Bareli,229316,10,1,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-17,Uttar Pradesh,Rae Bareli,229405,17,9,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-17,Uttar Pradesh,Rae Bareli,229802,6,1,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-09-17,West Bengal,Darjiling,734301,2,0,West Bengal,Darjiling,,,,,West Bengal,Darjiling
2025-09-17,West Bengal,Darjiling,734434,0,5,West Bengal,Darjiling,,,,,West Bengal,Darjiling
2025-09-17,West Bengal,Domjur,711410,0,1,West Bengal,Domjur,,,,,West Bengal,Domjur
2025-09-17,West Bengal,Haora,711110,1,1,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-17,West Bengal,Haora,711201,0,2,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-17,West Bengal,Haora,711204,0,2,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-17,West Bengal,Haora,711205,0,3,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-17,West Bengal,Haora,711226,1,1,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-17,West Bengal,Haora,711306,0,2,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-17,West Bengal,Haora,711310,0,1,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-17,West Bengal,Haora,711313,1,4,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-17,West Bengal,Haora,711403,0,2,West Bengal,Haora,,,,,West Bengal,Haora
2025-09-17,West Bengal,Hugli,712103,0,2,West Bengal,Hugli,,,,,West Bengal,Hugli
2025-09-17,West Bengal,Koch Bihar,736101,1,0,West Bengal,Koch Bihar,,,,,West Bengal,Koch Bihar
2025-09-17,West Bengal,Koch Bihar,736134,0,1,West Bengal,Koch Bihar,,,,,West Bengal,Koch Bihar
2025-09-17,West Bengal,Koch Bihar,736135,2,5,West Bengal,Koch Bihar,,,,,West Bengal,Koch Bihar
2025-09-17,West Bengal,Koch Bihar,736145,0,3,West Bengal,Koch Bihar,,,,,West Bengal,Koch Bihar
2025-09-17,West Bengal,Koch Bihar,736158,0,1,West Bengal,Koch Bihar,,,,,West Bengal,Koch Bihar
2025-09-17,West Bengal,Koch Bihar,736170,0,1,West Bengal,Koch Bihar,,,,,West Bengal,Koch Bihar
2025-09-18,Jharkhand,Pashchimi Singhbhum,833214,1,0,Jharkhand,Pashchimi Singhbhum,,,,,Jharkhand,Pashchimi Singhbhum
2025-09-18,Jharkhand,Purbi Singhbhum,831002,3,27,Jharkhand,Purbi Singhbhum,,,,,Jharkhand,Purbi Singhbhum
2025-09-18,Jharkhand,Purbi Singhbhum,831011,0,9,Jharkhand,Purbi Singhbhum,,,,,Jharkhand,Purbi Singhbhum
2025-09-18,Jharkhand,Purbi Singhbhum,832107,0,4,Jharkhand,Purbi Singhbhum,,,,,Jharkhand,Purbi Singhbhum
2025-09-18,Jharkhand,Seraikela-kharsawan,832108,0,5,Jharkhand,Seraikela-kharsawan,,,,,Jharkhand,Seraikela-kharsawan
2025-09-18,Jharkhand,Seraikela-kharsawan,833101,0,3,Jharkhand,Seraikela-kharsawan,,,,,Jharkhand,Seraikela-kharsawan
2025-09-18,Karnataka,Bagalkot *,587103,0,1,Karnataka,Bagalkot *,,,,,Karnataka,Bagalkot *
2025-09-18,Karnataka,Bagalkot *,587301,1,1,Karnataka,Bagalkot *,,,,,Karnataka,Bagalkot *
2025-09-18,Karnataka,Bangalore,560002,0,5,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560003,0,4,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560011,2,2,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560013,0,2,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560019,0,2,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560022,1,10,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560023,2,19,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560027,1,8,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560030,0,7,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560032,4,14,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560035,0,5,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560042,1,0,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560051,1,9,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560056,1,7,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560057,3,5,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560062,7,5,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560067,3,11,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560071,0,3,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560087,2,0,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560089,1,1,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560091,2,17,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore,560103,1,4,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-09-18,Karnataka,Bangalore Rural,561205,2,4,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-09-18,Karnataka,Belgaum,590005,5,4,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-18,Karnataka,Belgaum,590008,0,2,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-18,Karnataka,Belgaum,590010,2,3,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-18,Karnataka,Belgaum,591106,2,1,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-18,Karnataka,Belgaum,591108,0,4,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-18,Karnataka,Belgaum,591110,1,3,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-18,Karnataka,Belgaum,591114,1,3,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-18,Karnataka,Belgaum,591119,1,0,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-09-18,Karnataka,Belgaum,591120,6,1,Karnataka,Belgaum,,,,,Karnataka,Belgaum
